"","prod","title","author","date","review_format","stars","comments","n_helpful"
"298","Venom","Really only watched for Tom Hardy","Gianna","February 19, 2019","Format: Prime VideoVerified Purchase",4,"I liked this movie even though many people didn’t. I am a huge Tom Hardy fan though.",NA
"299","Venom","You want up?? Why not say??","Evocatus","December 30, 2018","Verified Purchase",5,"My kind of Marvel movie. No social agenda just lots of action and humor. Would highly recommend.",NA
"300","Venom","Hammered dog crap","wandagner40","January 11, 2019","Verified Purchase",1,"Very poor movie. Bad acting, bad story and not worth the money at all. Very disappointing.",NA
"301","Venom","Liked it","Marty","January 21, 2019","Verified Purchase",4,"Good movie, a few plot holes. Good action movie definitely worth watching at least once",NA
"302","Venom","Great movie!","Book Huntress","January 9, 2019","Format: Blu-rayVerified Purchase",5,"Awesome movie, wish we had seen it in the theater first, but have watched it several times already.",NA
"303","Venom","A fun movie.","David Machado","February 16, 2019","Format: Prime VideoVerified Purchase",5,"This movie was fun and funny there was a lot of hate people are too picky just enjoy",NA
"304","Venom","The world is a poorer place for the death of Stan Lee.","Punk Rock Patti","December 22, 2018","Verified Purchase",5,"A wonderful classic Marvel movie. Stan Lee has a cameo, of course, and it’s a bittersweet moment.",NA
"305","Venom","Super...Hero?...Villan...","Dry","January 9, 2019","Verified Purchase",5,"Was a fun superhero movie, Put a carnivore in a pacifist's body.  Made for good watching.",NA
"306","Venom","Great movie...awesome choice to play Venom","Jeff Lafreniere","January 2, 2019","Format: Blu-rayVerified Purchase",5,"Awesome movie!  I would love to see Venom pair up with some of the other Marvel heroes...",NA
"307","Venom","Yea for venom.","Christine Rea","January 12, 2019","Format: Prime VideoVerified Purchase",5,"Surprisingly really good. Highly entertaining, go in with the attitude that this is not the comic book.",NA
"308","Venom","Meh","Burgh","February 3, 2019","Verified Purchase",2,"A fun movie, cgi wasnt too bad either.  Felt very run of the mill though storywise.",NA
"309","Venom","a nice addition to the series","oshirenshi","January 14, 2019","Format: Prime VideoVerified Purchase",5,"I very much enjoyed this one.  much batter then the last venom that was put before us",NA
"310","Venom","Not family friendly for toddlers","Rodezno Family ","February 19, 2019","Verified Purchase",5,"More for the adults.  Not toddlers.  At least not in my house. Maybe next year.",NA
"311","Venom","Very good movie","Amazon Customer","February 24, 2019","Verified Purchase",5,"I thought this was a well done bit of Science Fiction.  I will watch it again.",NA
"312","Venom","Not Bad, but Not Great.","LeRoy Dennis","December 28, 2018","Format: Prime VideoVerified Purchase",3,"Not the normal high powered thrill ride we are used to from Marvel and Stan Lee. But a decent one-time watch stand alone movie. Don't go in with high expectations or you WILL be disappointed.",NA
"313","Venom","Hand's Down best Marvel Movie","Chase Fowler","December 20, 2018","Format: Prime VideoVerified Purchase",5,"Great mix of action and comedy.",1
"314","Venom","Decent","Nick C","March 2, 2019","Format: Prime VideoVerified Purchase",4,"Expected it to be a bit darker rendition. Didn’t need some of the corny humor",NA
"315","Venom","We are Venom! Awesome line","Michael C Lain","December 14, 2018","Verified Purchase",5,"The movie drew me in with the trailer, wish I could have seen it in theatre. It was funny and packed with action, I was not a big venom fan but, after the movie i wanted to know more about the character, also i agree with all the previous people Tom Hardy did a he'll of an awesome job as Eddie Brock\Venom. Tons of fun to watch him play the character and crack a few jokes.",NA
"316","Venom","Great Addition to the Marvel Movies","Ben","January 28, 2019","Format: Prime VideoVerified Purchase",5,"Fast paced and highly entertaining. Two post-credit pieces - watch to the very end.",NA
"317","Venom","Cool movie!","coolbeans","February 7, 2019","Format: Prime VideoVerified Purchase",5,"Cool movie!  Would watch it again.  The boys loved it!  Tom Hardy is amazing!",NA
"318","Venom","BETTER BE MORE OF THESE COMING!!!","Christian Zagarskas","January 30, 2019","Format: Prime VideoVerified Purchase",5,"I am a fan of Tom Hardy.I am a fan of Venom.That is all.10 stars",NA
"319","Venom","Worth the purchase","Aida S.","February 22, 2019","Format: Prime VideoVerified Purchase",5,"Spiderman has nothing on Venom. I happen to like this character better, just my preference.",NA
"320","Venom","A good movie","Erick","January 26, 2019","Format: Prime VideoVerified Purchase",5,"Not a bad movie wish it was a little darker based on the character but it was good",NA
"321","Venom","No story - terrible movie","ATL","January 15, 2019","Format: Prime VideoVerified Purchase",2,"And I LOVE Tom Hardy. Last time I fell asleep on a movie was when I was 10. This was the 2nd time.",1
"322","Venom","Very Happy Longtime Venom Fan","Olivia m","December 11, 2018","Format: Prime VideoVerified Purchase",5,"Tom Hardy is amazing and the movie is so much fun. There was skepticism about how to pull off a Venom movie without Spider-Man but they did such a great job! I'll be first in line for the sequel!",NA
"323","Venom","good movie.","Rolland C. Linus","January 28, 2019","Format: Blu-rayVerified Purchase",5,"the movie was nice, good actors nice plot. can't wait for the second one to come out.",NA
"324","Venom","Venom Dvd","Morene T.","January 1, 2019","Format: DVDVerified Purchase",4,"Enjoyed the movie just wish for a bit more storytelling. Thanks for the quick service.",NA
"325","Venom","Pretty good action movie","Ani M","January 13, 2019","Format: Prime VideoVerified Purchase",4,"Wow! I didn’t think the movie was going to be great. Surprisingly it was good and just enough action but not overkill.",NA
"326","Venom","Not a dinky venom","joshua staton","March 2, 2019","Verified Purchase",4,"Finally, not a dinky venom...  still more excited for carnage, let's hope it is as good or better than venom!  Tom Hardy did an awesome job playing Eddie Brock.  Some scenes were drug out, but overall an awesome film.",NA
"327","Venom","Great movie","charles pankevitch","January 27, 2019","Format: Prime VideoVerified Purchase",4,"Really good movie but it seems like it was too short can't wait to see the second one you can tell by the ending there will be a second and I can't wait",NA
"328","Venom","Wish I hadn’t paid money to watch this Marvel movie.","Cindy Vowell","January 27, 2019","Format: Prime VideoVerified Purchase",2,"Not what I expected of a marvel movie. Wish I hadn’t paid money to watch it.",NA
"329","Venom","A surprising twist to a famous character","Shadow777a","January 22, 2019","Format: Prime VideoVerified Purchase",5,"In this movie Venom becomes more humanized than what many people would expect.",NA
"330","Venom","BEST MOVIE MY HUSBAND AND I WATCHED","Susan Seeley","January 6, 2019","Format: Prime VideoVerified Purchase",5,"IT HAD A LOT OF ACTION, GREAT PLOT, AND FUNNY PARTS TO IT! VERY ENTERTAINING!",NA
"331","Venom","Good movie","chris","December 18, 2018","Format: Prime VideoVerified Purchase",4,"Entertaining movie. But why did they have to change the way Venom finds Eddie Brock?",NA
"332","Venom","For Someone Else","Sue Strahl","February 14, 2019","Verified Purchase",5,"I bought this as a gift for someone.  Never actually saw the movie, so don't know how to rate it.",NA
"333","Venom","Overall an OK movie.","Eftim Mihov","January 17, 2019","Format: Prime VideoVerified Purchase",3,"Tom Hardy is the only good part about this movie.  Plot was super rushed.",NA
"334","Venom","Meh","Timothy","February 28, 2019","Format: Prime VideoVerified Purchase",3,"Venom is supposed to be a serious, scary character. Tom Hardy is lovely, but he isn't Ryan Reynolds. This movie felt like a Deadpool comedy knock-off to me.",NA
"335","Venom","Such an awesome movie","Superdacey","December 29, 2018","Format: Prime VideoVerified Purchase",5,"This movie blew me away. I absolutely loved it. The main character was great!",NA
"336","Venom","Awesome storyline","Star","January 13, 2019","Format: Prime VideoVerified Purchase",5,"I love Marvel movies and this one is also great! My kids enjoyed it also.",NA
"337","Venom","Sony......","James Free","January 24, 2019","Format: Prime VideoVerified Purchase",2,"How can Marvel do these characters so well and no one else seems to have a clue (with the exception of Deadpool).",NA
"338","Venom","Awesome movie","Jonathan Chacon","December 16, 2018","Format: Prime VideoVerified Purchase",5,"I love this movie. I know critics slammed it but that's because they don't know a fun movie when they see one.",1
"339","Venom","Great movie","Terese","February 12, 2019","Verified Purchase",4,"It was much better than I expected it to be. I would watch again.",NA
"340","Venom","Really enjoyable","Gary E. Garner","January 4, 2019","Format: Prime VideoVerified Purchase",5,"Not was I was expecting but I really enjoyed it can’t wait for the sequel",NA
"341","Venom","Venom","Bob Ornelas","December 30, 2018","Verified Purchase",4,"Good action flick.  But got a little corny with the dialogue between the two.",NA
"342","Venom","Great movie but I wish it was longer","Ryan","March 2, 2019","Format: Prime VideoVerified Purchase",5,"Great movie. Lots of action. Pretty funny too actually. Too bad it’s not as long as an Avengers movie. I wished it was longer once it ended.Can’t wait for the sequel!",NA
"343","Venom","Get more top hits.<U+0001F601>","Drinda Johnson","January 25, 2019","Format: Prime VideoVerified Purchase",5,"Awesome movie. I was glued to my seat as I was with all Marvel Comic movies. I had high hopes for the movie and was not disappointed.  I thank you for having movies like this available to prime members.",NA
"344","Venom","Well worth the watch","Brittany","February 26, 2019","Format: Prime VideoVerified Purchase",5,"Wow what a great movie it's scary funny and exciting. Definitely will be buying the DVD for my collection.",NA
"345","Venom","Just awesome","britch01","February 11, 2019","Format: Prime VideoVerified Purchase",5,"Love this movie my son watches it over and over. Thoroughly enjoyed this",NA
"346","Venom","Touching and funny..","Godzilla","January 22, 2019","Verified Purchase",5,"Funny, serious, and plain old fun to watch.. Seeing Stan Lee in this was awesome..",NA
"347","Venom","Epic","Amazon Customer","December 17, 2018","Format: Prime VideoVerified Purchase",5,"The graphics of Venom and the morphing made me cringe because of the Trypophobia lol. But Stan Lee did it again. Very entertaining.",NA
